ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001104659-25-048296	0	89	190070813	
0001405086-25-000127	0	9	128534267	N
0000950123-25-005075	0	7	400775800	N
0001405086-25-000125	0	8	123930728	N
0000892712-25-000064	0	28	144651998	N
0001607278-25-000005	0	28	226326	N
0000950123-25-005073	0	1	65212259	N
0001137774-25-000071	0	241	4183413485	N
0002015682-25-000002	0	52	47332799	N
0001599814-25-000003	0	31	964751981	N
0000080255-25-000283	0	657	151167355	
0001767730-25-000004	0	128	356423	N
0001766561-25-000002	0	37	70604	N
0001398344-25-009346	0	17	489563618	
0001085146-25-003092	0	50	376096257	N
0001213900-25-043038	2	4	198758800	
0001221073-25-000055	0	167	1172867444	
0001398344-25-009344	0	132	541149437	
0000950123-25-005066	0	1	232623024	N
0001104659-25-048289	0	1	0	
0000945621-25-000475	0	4	27241088	
0001085146-25-003090	3	236	185422637	
0001323645-25-000003	0	1937	34663085654	N
0001172661-25-001802	0	174	1105133810	
0001624758-25-000004	1	1745	2680908	N
0001085146-25-003089	0	0	0	N
0001085146-25-003088	1	799	15966418849	N
0001108831-25-000005	0	115	118324	N
0001172661-25-001801	0	1	418100533	
0001085146-25-003087	0	98	1234749528	N
0001513125-25-000003	0	33	967121912	N
0001556245-25-000003	0	94	1216323208	N
0002049453-25-000003	4	1	114550259	N
0001104659-25-048287	1	49	355040551	
0001085146-25-003086	0	0	0	N
0001172661-25-001800	0	140	218847129	
0001999371-25-006025	0	10	100330041	
0001085146-25-003084	0	0	0	N
0001085146-25-003082	1	383	20260502981	N
0001085146-25-003081	0	0	0	N
0001965201-25-000003	0	320	347064902	N
0001951757-25-000557	0	75	100610322	N
0001085146-25-003080	0	187	404886698	N
0001062993-25-009319	59	4005	1730933825	N
0001085146-25-003079	0	356	904679099	N
0001951757-25-000556	0	113	112712229	N
0001085146-25-003078	0	268	1851949370	N
0001448793-25-000007	0	2	94172785	N
0001140361-25-018824	0	3	891972196	
0001085146-25-003077	0	191	461003729	N
0001748729-25-000007	0	50	1217354175	N
0001214659-25-007538	0	158	273874425	
0001062993-25-009317	0	84	28725901601	N
0001754960-25-000301	0	22	339596916	N
0001555512-25-000002	0	20	186719707	N
0001951757-25-000555	1	104	266032202	N
0001085146-25-003074	1	877	6302309962	N
0001085146-25-003073	0	121	245243755	N
0000904454-25-000272	0	25	1311243830	
0001420506-25-001069	0	15	278379765	N
0001085146-25-003071	0	13	786136410	N
0001172661-25-001799	0	15	244837000	
0001085146-25-003070	0	0	0	N
0001817652-25-000003	0	61	1171374986	N
0001420506-25-001067	0	209	263224470	N
0001140361-25-018818	0	1	0	
0001846444-25-000006	0	75	29394787390	N
0001993485-25-000004	0	103	2216803304	N
0002063364-25-000089	0	128	146883930	N
0001667731-25-000637	0	111	184074358	
0001104659-25-048256	0	5	74059776	
0001104659-25-048255	0	1304	14312869724	
0001705712-25-000004	0	4	220097373	N
0002056519-25-000004	0	1612	259565367	N
0002063364-25-000087	0	91	134221760	N
0001519676-25-000006	0	100	242630647	
0001420506-25-001065	0	390	4644085972	N
0000225602-25-000006	0	2	1483192004	N
0002056519-25-000003	0	444	118413393	N
0001872787-25-000003	0	46	225274820	N
0001846444-25-000005	0	20	408897024	N
0002000730-25-000002	0	31	232875880	N
0001688774-25-000002	0	18	859848865	N
0001398344-25-009341	0	132	141168317	
0001374170-25-000050	0	1885	633630604953	
0001992519-25-000003	0	652	218475555	N
0001172661-25-001798	0	120	1010360295	
0001172661-25-001797	0	578	2388463998	
0000945621-25-000472	0	152	6090174922	
0001077583-25-000004	0	147	3594822911	N
0001172661-25-001796	0	136	655915086	
0001214659-25-007536	0	56	1304026156	
0000945621-25-000470	0	2	162985190	
0001172661-25-001795	0	38	141546521	
0001099281-25-000006	0	61	498708106	N
0001666905-25-000007	0	641	3942829175	
0001376474-25-000457	0	39	192825264	
0001104659-25-048209	0	147	268511642	
0001398344-25-009333	0	26	149788805	
0001398344-25-009332	0	13	355530621	
0001398344-25-009330	0	63	2912776225	
0001398344-25-009329	0	3	2066797	
0001398344-25-009328	1	112	194505383	
0001765380-25-000227	0	95	138771997	N
0001214659-25-007534	0	6	707182423	
0001420506-25-001064	0	34	181388186	N
0002017870-25-000004	0	998	161977590	N
0002026079-25-000002	0	3	426189328	N
0001819581-25-000003	0	94	302831030	
0001214659-25-007532	0	22	77316546	
0001012975-25-000232	0	66	543536426	N
0001085146-25-003068	0	752	2431718192	N
0001420506-25-001062	0	23	109478924	N
0001843010-25-000003	0	439	1136452299	N
0001398344-25-009327	0	894	7790662542	
0001420506-25-001060	0	149	385185785	N
0001667731-25-000636	0	104	180302961	
0001842361-25-000004	0	26	160147534	N
0001667731-25-000635	0	65	412597147	
0001667731-25-000634	0	193	458144655	
0001367401-25-000008	0	228	9575590342	N
0002033031-25-000005	0	16	126265089	N
0001031972-25-000002	0	40	579533860	N
0001104659-25-048190	0	44	92597931	
0001689013-25-000003	0	276	565595808	N
0001398344-25-009324	0	282	2088307178	
0001104659-25-048179	0	16	107998075	
0001765380-25-000226	0	362	597964044	N
0000873630-25-000002	15	9962	161813353165	N
0001549575-25-000004	0	4	234824008	
0001214659-25-007529	1	237	2847749066	
0000950123-25-005059	0	24	474211317	N
0001680493-25-000003	0	43	191192838	N
0001840129-25-000003	0	64	276836565	N
0001072613-25-000369	0	615	31717558851	
0001213900-25-042939	0	94	869997756	
0000950123-25-005057	0	345	61901899496	N
0001768375-25-000006	0	31	3889380	N
0002008306-25-000002	0	16	149647965	N
0000950123-25-005055	10	3044	31837509238	N
0000950123-25-005054	10	719	9926035089	N
0001848138-25-000004	1	40	3227919626	N
0001752724-25-101747	0	405	5005023150	N
0001778131-25-000002	0	909	8880257	N
0000950123-25-005053	4	194	5459766703	N
0000950123-25-005051	0	15	207529073	N
0000950103-25-005975	0	112	4238349737	
0001104659-25-048094	0	55	804316823	
0001910173-25-000003	0	17	201031938	N
0001719387-25-000006	0	11	618261270	N
0000950123-25-005041	0	6	442909868	N
0000950123-25-005044	0	719	41260650296	N
0001104659-25-048077	2	1	1676114365	
0001104659-25-048072	0	23	382539035	
0002014039-25-000005	0	12	442008615	N
0000950123-25-005039	0	1	211747878	N
0001104659-25-048037	0	0	0	
0001104659-25-048030	4	2	2652293769	
0001964631-25-000005	0	10	455850902	N
0001140361-25-018765	3	19	115885470	
0001213900-25-042911	0	1	36916564	
0001172661-25-001794	0	83	649999311	
0001420506-25-001050	0	75	403355997	N
0001822015-25-000006	0	13	172626892	N
0001896150-25-000012	0	448	382398085	N
0001908275-25-000002	0	122	125870344	N
0001077428-25-000119	0	128	234932246	N
0001104659-25-047903	0	112	105604726	
0001398344-25-009321	0	1095	644005857	
0001895911-25-000002	2	110	2407151679	N
0001172661-25-001792	0	68	110294917	
0001874761-25-000005	0	4	94030783	N
0001471085-25-000003	0	26	1230898137	N
0001420506-25-001056	1	1840	6781862800	N
0001351431-25-000003	0	19	273490039	N
0001910312-25-000002	0	55	97842	N
0000720672-25-000006	7	9286	94075421290	N
0001512858-25-000002	0	36	336373000	N
0001387292-25-000011	1	10	739947	N
0001398344-25-009319	0	675	1124099080	
0000732847-25-000013	0	78	348686354	N
0001520354-25-000023	6	1134	37298402	
0001796861-25-000004	2	814	3266446394	N
0002050130-25-000003	0	545	2199501863	N
0001398344-25-009311	0	83	247081053	
0001667731-25-000626	0	125	140413320	
0001308778-25-000003	0	42	474084482	N
0001667731-25-000625	0	81	342124848	
0001294591-25-000003	1	2	835832069	N
0001802655-25-000004	0	209	989676943	N
0001062993-25-009284	0	107	1612583159	N
0001214659-25-007513	0	62	104230759	
0001803295-25-000002	0	62	133523276	N
0001750585-25-000004	0	15	58879942	N
0001911270-25-000003	0	19	20867368	N
0001172661-25-001791	0	29	150181716	
0002060308-25-000002	0	8297	137046252	N
0000950123-25-005011	0	259	240369018	N
0001754960-25-000298	0	18	126015258	N
0002005403-25-000002	0	4	269763638	N
0000924171-25-000006	0	16	1094332335	
0001398344-25-009314	0	62	687612334	
0000904454-25-000270	2	43	1533166485	
0001667731-25-000627	0	77	112636579	
0001754960-25-000300	0	380	2517666863	N
0001568541-25-000005	0	2	95640	N
0001911876-25-000016	2	20	2053628283	N
0001606588-25-000004	0	412	2958329074	N
0001420506-25-001055	0	82	174529001	N
0001845849-25-000002	1	163	19935260	N
0002063952-25-000002	1	85	143564814	N
0000950123-25-005008	0	8	77922224	Y
0001754960-25-000299	0	49	265637752	N
0001013538-25-000004	0	58	1599078455	N
0001802695-25-000004	1	34	765510490	N
0001104659-25-047906	0	128	316665013	
0001908612-25-000005	0	99	183014430	N
0001681662-25-000003	0	43	84056	N
0002012816-25-000008	0	251	5878621853	N
0001634255-25-000005	1	7	339392250	N
0001172661-25-001793	0	15	82312063	
0002011250-25-000002	0	87	96600467	N
0001845849-25-000001	1	269	29082354	N
0002032350-25-000003	0	352	110743066	N
0001622610-25-000003	0	45	235905441	N
0000919574-25-002885	0	58	88208631	
0002012674-25-000002	0	129	105463288	N
0001443689-25-000009	0	51	1884517885	Y
0001954242-25-000003	0	467	1045808598	N
0001062993-25-009264	0	45	679645907	N
0001415889-25-012813	0	4	92616802	N
0001695658-25-000006	0	34	533274	N
0001140361-25-018703	0	68	680454658	
0001172661-25-001790	0	58	338024004	
0000950123-25-004981	1	0	0	N
0000005272-25-000050	1	3	4337947276	N
0001172661-25-001789	0	56	156929382	
0000950123-25-004977	1	1	111151511	N
0002055889-25-000002	2	113	504685631	
0002033536-25-000006	0	470	3685992194	N
0000950123-25-004975	1	1	90693575	N
0001994495-25-000005	0	105	275255538	N
0001667731-25-000624	0	83	159162600	
0001172661-25-001788	1	446	2681055928	
0001172661-25-001787	0	75	221124111	
0001140361-25-018684	0	5	206490287	
0001359262-25-000003	0	25	968707136	N
0001172661-25-001786	0	93	528631978	
0001667731-25-000623	0	53	112609161	
0001963764-25-000004	0	23	207203683	N
0001140361-25-018680	0	5	129780133	
0001941040-25-000294	0	140	122772985	
0001214659-25-007504	0	318	557338194	
0000930413-25-001778	1	69	75009866	
0000950123-25-004966	0	9	44901588	N
0001376474-25-000454	0	41	105732465	
0001214659-25-007501	0	34	22988286	
0001768089-25-000004	0	134	298023633	N
0001691982-25-000003	0	37	2131470042	N
0000950123-25-004954	2	7	82851936	N
0000950123-25-004952	1	3	58687054	N
0000950123-25-004950	5	2	65349702	N
0001172661-25-001782	0	79	140934894	
0002056069-25-000002	0	14	105600940	N
0001832158-25-000003	1	314	411463996	N
0001133219-25-000004	0	26	305649678	N
0001172661-25-001781	0	377	668052306	
0000950123-25-004939	3	169	171344668	N
0001802874-25-000006	0	13	1002269211	N
0001580642-25-003091	0	194	2427702370	
0001172661-25-001780	0	108	813752020	
0001398344-25-009294	1	1680	9716171112	
0002067069-25-000003	0	208	917043255	N
0000078003-25-000118	0	24	500836847	N
0001172661-25-001779	0	61	145237160	
0001657733-25-000002	0	215	469163660	N
0002033536-25-000005	0	351	2027868285	N
0001654847-25-000002	0	143	424856	N
0001172661-25-001778	0	72	135294519	
0001104659-25-047868	0	1	96703897	
0001172661-25-001777	0	108	188360626	
0001256484-25-000024	11	21514	673559664663	N
0001795705-25-000003	18	2769	463109019	N
0001398344-25-009285	1	93	887419043	
0001172661-25-001775	0	166	283586219	
0001420506-25-001034	0	324	802440466	N
0001104659-25-047857	0	2	69671523	
0001764057-25-000004	0	200	142614389	N
0000950123-25-004926	0	12	389283283	N
0001172661-25-001774	0	681	613436790	
0001172661-25-001773	0	111	127391433	
0001162044-25-000509	0	96	209144897	
0001135428-25-000019	0	251	4129137365	
0001104659-25-047853	10	10	296583544	
0001531593-25-000004	0	764	638613899	N
0000950123-25-004922	15	23156	543976324078	N
0001172661-25-001772	0	154	2359982373	
0001696438-25-000003	0	62	139061016	N
0001172661-25-001771	0	71	1159410871	
0001162044-25-000508	0	20	105599076	
0001123292-25-000217	1	14	1181331731	
0000950123-25-004920	0	62	52111851	N
0001104659-25-047836	0	2	6408263428	Y
0001140361-25-018641	0	238	871596549	
0001599620-25-000003	0	109	622723503	N
0001322853-25-000006	0	57	404481822	N
0001803084-25-000006	0	136	155802444	N
0001140361-25-018635	0	1	5635508	Y
0001140361-25-018633	0	2	794928995	
0000950123-25-004919	7	23	1702997753	N
0000950123-25-004912	0	3	168241	N
0001667731-25-000622	0	28	97274332	
0001803084-25-000005	0	159	513101377	N
0001877822-25-000004	0	53	410860544	N
0001172661-25-001770	0	4	1126274320	
0000921895-25-001425	2	18	277932357	
0000950123-25-004910	0	109	9649289046	N
0002057073-25-000003	0	2	124892705	N
0001275218-25-000002	1	1160	4043146	N
0002021208-25-000006	0	242	793225848	N
0001982776-25-000005	0	175	149834036	N
0002058426-25-000002	0	291	140727864	N
0001769700-25-000003	0	50	191939367	N
0001803084-25-000004	0	146	509359296	N
0001802874-25-000004	0	4	178331479	N
0001883719-25-000003	0	83	114098834	N
0001911372-25-000002	0	41	170306498	N
0001965239-25-000004	0	101	208291310	N
0001172661-25-001769	0	206	159747407	
0001463217-25-000003	1	1063	11686820095	N
0001799957-25-000004	0	262	184919272	N
0001172661-25-001768	0	179	365838597	
0001909089-25-000005	0	14	104468049	N
0001803662-25-000005	0	226	368056175	N
0001062993-25-009223	0	9	168176286	N
0000897069-25-000974	0	201	770116163	
0002056783-25-000003	0	66	111186442	N
0001998389-25-000003	0	54	189736684	N
0001062993-25-009221	0	234	889543994	N
0001943239-25-000003	0	702	684886309	N
0001172661-25-001767	0	1179	30127543061	
0001982776-25-000004	0	91	238182721	N
0001511739-25-000004	0	162	132582559	N
0001172661-25-001766	0	2	145645227	
0000919079-25-000007	0	1118	143112803306	
0001951757-25-000554	0	41	168120164	N
0001047859-25-000003	0	13	42664360	N
0001951757-25-000553	0	220	508237461	N
0001961738-25-000005	0	46	490946342	N
0000720005-25-000054	13	12427	265658950114	N
0000950123-25-004887	1	32	929874466	N
0001667731-25-000621	0	63	240903981	
0001535202-25-000002	0	33	143746607	N
0001112520-25-000015	1	18	10400552669	
0001765380-25-000225	0	76	360817402	N
0001062993-25-009219	0	62	109858929	N
0001178913-25-001752	2	126	15423759161	
0001694127-25-000002	0	8	228581412	N
0001982776-25-000003	0	104	176420227	N
0001110806-25-000002	0	242	1168100	N
0001080166-25-000004	0	113	440333	N
0001172661-25-001765	0	125	234057151	
0001411784-25-000004	0	237	263125936	N
0000919574-25-002868	1	7	33994044	
0001085146-25-003059	0	94	117724285	N
0001803662-25-000004	0	230	386427371	
0001172661-25-001764	0	1711	20058353924	
0001172661-25-001763	0	141	552072112	
0001172661-25-001762	0	255	383202445	
0001172661-25-001761	0	154	643831203	
0001172661-25-001760	0	57	99851761	
0000908834-25-000169	0	6	346675640	
0001114928-25-000003	0	55	2340048085	N
0001278793-25-000004	0	91	245729477	N
0001089710-25-000002	0	93	292058	N
0001172661-25-001759	0	66	1553086108	
0000897069-25-000971	0	349	181283005	
0002010766-25-000002	0	57	213693458	N
0001420506-25-001032	0	0	0	N
0001172661-25-001758	0	229	85624538	
0000944234-25-000003	0	281	2433576767	
0002017259-25-000008	1	278	289167148	N
0001172661-25-001757	0	162	206183474	
0001172661-25-001756	0	98	929251980	
0001172661-25-001755	0	90	135983035	
0001846138-25-000002	0	499	234379365	N
0001172661-25-001754	0	88	239884730	
0001085146-25-003058	0	58	134215481	N
0000860643-25-000003	0	86	8919669948	N
0001085146-25-003057	0	231	390072552	N
0001172661-25-001753	0	164	264373013	
0000714395-25-000023	0	172	930227641	N
0001809494-25-000003	0	29	76189685	N
0001420506-25-001030	0	14	140241403	N
0001172661-25-001752	0	450	3832302973	
0001911520-25-000003	0	137	138200409	N
0001723397-25-000004	0	4018	11313226158	N
0001214659-25-007475	0	118	215913326	
0001213900-25-042558	0	43	2389435368	
0000902219-25-000242	10	7370	519865527676	N
0001082327-25-000011	0	596	25747109706	
0001172661-25-001751	3	206	654674962	
0002054270-25-000002	0	169	192112435	N
0002056650-25-000002	0	526	99479560	N
0001711360-25-000003	0	24	130682143	N
0002049804-25-000002	0	43	123687405	N
0001569036-25-000005	0	72	666325	N
0000919574-25-002861	1	24	293603004	
0001116247-25-000002	0	109	157648667	N
0001641864-25-000003	0	54	2712831115	N
0001544576-25-000004	0	857	7930530397	N
0001085146-25-003056	0	112	304527098	N
0001085146-25-003055	0	62	88770822	N
0001085146-25-003054	0	133	379717237	N
0001569638-25-000003	1	140	601062	N
0001512991-25-000029	0	1417	3140855623	N
0000897069-25-000969	0	27	297737431	
0001085146-25-003053	1	72	86928433	N
0001085146-25-003052	0	184	602830067	N
0001085146-25-003051	0	117	478932205	N
0001085146-25-003050	0	83	233412477	N
0001951757-25-000552	1	53	143965102	N
0001085146-25-003049	0	389	4169970729	N
0001085146-25-003048	0	0	0	N
0001085146-25-003047	0	0	0	N
0001085146-25-003046	0	0	0	N
0001085146-25-003045	0	0	0	N
0001420506-25-001028	0	8	319801900	N
0001039807-25-000004	0	281	1412607	N
0001398344-25-009273	0	56	357176648	
0001085146-25-003044	0	0	0	N
0001085146-25-003043	0	142	769297696	N
0000919574-25-002859	1	513	6123964910	
0001104659-25-047746	0	79	246233311	
0001085146-25-003042	0	157	568139593	N
0001322613-25-000004	0	28	418724	N
0001941040-25-000292	0	92	484050104	
0001062993-25-009199	0	68	262358550	N
0001420506-25-001026	0	12	98488655	N
0002023375-25-000002	0	622	239535926	N
0000893750-25-000009	0	19	167124683	N
0001310051-25-000004	0	116	596816714	N
0000950123-25-004855	0	207	230928527	N
0001532155-25-000072	3	1443	10534504616	N
0001140361-25-018585	0	320	11627800043	
0000944733-25-000002	0	48	234311422	N
0001697855-25-000014	0	253	673137216	N
0001765380-25-000224	0	91	121568608	N
0001896476-25-000003	0	17	1249297103	N
0000846797-25-000003	1	212	676976131	N
0001904373-25-000004	0	31	134826398	N
0001802530-25-000003	0	370	1118979464	N
0001829126-25-003609	0	270	510692649	
0001780570-25-000003	0	1164	4935950413	N
0002050138-25-000003	0	30	91541298	N
0002059126-25-000002	0	5	710653346	Y
0000884589-25-000006	0	642	4186180323	N
0002067591-25-000002	0	197	124081443	N
0001759476-25-000002	1	190	441964695	N
0001420506-25-001023	0	33	550140867	N
0001398344-25-009267	0	256	1967523767	
0001765380-25-000223	0	53	147305601	N
0001765380-25-000222	0	405	983680199	N
0000072971-25-000149	6	17507	440260192722	N
0001172661-25-001750	0	45	166661168	
0001213900-25-042488	0	107	245957665	
0001123292-25-000214	2	2	224405105	
0001883367-25-000003	0	3	84603445	N
0000950123-25-004842	1	21	763130204	N
0001214659-25-007453	0	38	120159340	
0001082339-25-000002	0	3540	4696305229	N
0001945037-25-000003	0	886	343126758	N
0001908158-25-000001	0	100	180160838	N
0001102256-25-000003	0	384	284860415	N
0001341401-25-000027	0	181	7354480117	N
0001941040-25-000291	0	45	112831552	
0000904454-25-000244	0	10	4254207523	
0001172661-25-001749	0	87	986165320	
0001137774-25-000065	7	3639	70193914132	N
0001801145-25-000004	0	101	78508802	N
0001537720-25-000008	0	525	2740070875	
0001883367-25-000002	0	1	35309716	
0001085146-25-003041	0	1499	22215330395	N
0001085146-25-003040	0	178	221713588	N
0001109767-25-000004	0	655	1309838269	N
0001017284-25-000003	0	125	126772481	N
0001567890-25-000005	0	205	387784783	N
0001580642-25-003082	0	161	479725263	
0001085146-25-003039	2	2881	162988562931	N
0001085146-25-003038	0	0	0	N
0001420506-25-001019	0	96	143991878	N
